payment_id,order_id,payment_date,payment_status
12085,12085,2024-03-29,Paid
12086,12086,2024-02-21,Refunded
12087,12087,2024-09-13,Refunded
12088,12088,2024-05-09,Paid
12089,12089,2024-04-16,Refunded
12090,12090,2024-11-22,Paid
12091,12091,2024-02-23,Paid
12092,12092,2024-04-10,Refunded
12093,12093,2024-11-12,Refunded
12094,12094,2024-04-12,Paid
12095,12095,2024-12-01,Refunded
12096,12096,2024-09-27,Refunded
12097,12097,2024-07-08,Pending
12098,12098,2024-05-25,Refunded
12099,12099,2024-07-31,Pending
12100,12100,2024-07-25,Paid
12101,12101,2024-03-19,Pending
12102,12102,2024-07-10,Refunded
12103,12103,2024-06-20,Paid
12104,12104,2024-04-23,Paid
12105,12105,2024-07-06,Paid
12106,12106,2024-12-03,Refunded
12107,12107,2024-06-18,Refunded
12108,12108,2024-02-18,Refunded
12109,12109,2024-05-29,Paid
12110,12110,2024-01-10,Refunded
12111,12111,2024-02-14,Refunded
12112,12112,2024-01-10,Paid
12113,12113,2024-07-29,Paid
12114,12114,2024-04-18,Pending
12115,12115,2024-01-01,Paid
12116,12116,2024-12-30,Paid
12117,12117,2024-10-24,Refunded
12118,12118,2024-12-07,Paid
12119,12119,2024-08-27,Pending
12120,12120,2024-12-11,Paid
12121,12121,2024-06-10,Refunded
12122,12122,2024-02-19,Paid
12123,12123,2024-08-07,Refunded
12124,12124,2024-07-11,Refunded
12125,12125,2024-11-30,Paid
12126,12126,2024-08-18,Paid
12127,12127,2024-05-29,Refunded
12128,12128,2024-04-02,Paid
12129,12129,2024-08-16,Refunded
12130,12130,2024-09-30,Pending
12131,12131,2024-07-01,Pending
12132,12132,2024-01-03,Pending
12133,12133,2024-03-16,Refunded
12134,12134,2024-04-09,Refunded
12135,12135,2024-04-15,Refunded
12136,12136,2024-09-07,Pending
12137,12137,2024-01-03,Paid
12138,12138,2024-03-25,Refunded
12139,12139,2024-02-20,Refunded
12140,12140,2024-01-15,Paid
12141,12141,2024-02-17,Paid
12142,12142,2024-06-23,Paid
12143,12143,2024-11-28,Pending
12144,12144,2024-10-28,Refunded
12145,12145,2024-04-29,Pending
12146,12146,2024-08-10,Refunded
12147,12147,2024-05-13,Pending
12148,12148,2024-06-27,Refunded
12149,12149,2024-04-16,Pending
12150,12150,2024-10-14,Pending
12151,12151,2024-04-24,Paid
12152,12152,2024-10-01,Refunded
12153,12153,2024-11-01,Paid
12154,12154,2024-05-10,Refunded
12155,12155,2024-12-26,Refunded
12156,12156,2024-11-02,Pending
12157,12157,2024-10-20,Paid
12158,12158,2024-01-07,Refunded
12159,12159,2024-10-21,Pending
12160,12160,2024-04-15,Paid
12161,12161,2024-06-10,Refunded
12162,12162,2024-10-12,Paid
12163,12163,2024-05-05,Pending
12164,12164,2024-08-13,Pending
12165,12165,2024-09-28,Paid
12166,12166,2024-07-19,Pending
12167,12167,2024-02-17,Paid
12168,12168,2024-04-12,Paid
12169,12169,2024-09-25,Pending
12170,12170,2024-08-09,Pending
12171,12171,2024-03-12,Pending
12172,12172,2024-03-05,Pending
12173,12173,2024-09-19,Pending
12174,12174,2024-03-26,Paid
12175,12175,2024-12-10,Pending
12176,12176,2024-06-09,Refunded
12177,12177,2024-06-21,Paid
12178,12178,2024-09-01,Pending
12179,12179,2024-02-10,Paid
12180,12180,2024-05-17,Refunded
12181,12181,2024-01-09,Refunded
12182,12182,2024-06-15,Pending
12183,12183,2024-01-29,Paid
12184,12184,2024-11-05,Pending
12185,12185,2024-01-21,Paid
12186,12186,2024-02-28,Refunded
12187,12187,2024-03-09,Paid
12188,12188,2024-08-07,Refunded
12189,12189,2024-01-15,Pending
12190,12190,2024-05-25,Refunded
12191,12191,2024-07-09,Paid
12192,12192,2024-01-17,Paid
12193,12193,2024-08-14,Paid
12194,12194,2024-11-04,Pending
12195,12195,2024-03-04,Refunded
12196,12196,2024-07-19,Pending
12197,12197,2024-12-29,Pending
12198,12198,2024-06-07,Refunded
12199,12199,2024-01-22,Paid
12200,12200,2024-04-06,Pending
12201,12201,2024-07-19,Pending
12202,12202,2024-10-21,Pending
12203,12203,2024-10-18,Refunded
12204,12204,2024-01-02,Paid
12205,12205,2024-10-08,Refunded
12206,12206,2024-04-27,Pending
12207,12207,2024-03-11,Paid
12208,12208,2024-11-13,Refunded
12209,12209,2024-01-20,Pending
12210,12210,2024-01-09,Pending
12211,12211,2024-12-01,Paid
12212,12212,2024-02-26,Pending
12213,12213,2024-10-17,Paid
12214,12214,2024-09-23,Paid
12215,12215,2024-08-02,Paid
12216,12216,2024-08-25,Refunded
12217,12217,2024-01-04,Refunded
12218,12218,2024-12-15,Pending
12219,12219,2024-10-26,Refunded
12220,12220,2024-08-26,Refunded
12221,12221,2024-12-03,Pending
12222,12222,2024-06-11,Refunded
12223,12223,2024-05-12,Paid
12224,12224,2024-10-11,Refunded
12225,12225,2024-05-19,Paid
12226,12226,2024-01-11,Paid
12227,12227,2024-10-18,Refunded
12228,12228,2024-12-05,Paid
12229,12229,2024-07-31,Pending
12230,12230,2024-03-26,Paid
12231,12231,2024-09-17,Paid
12232,12232,2024-01-08,Refunded
12233,12233,2024-11-20,Paid
12234,12234,2024-01-14,Pending
12235,12235,2024-07-31,Refunded
12236,12236,2024-11-08,Pending
12237,12237,2024-04-03,Refunded
12238,12238,2024-04-18,Pending
12239,12239,2024-02-10,Refunded
12240,12240,2024-02-14,Paid
12241,12241,2024-08-12,Refunded
12242,12242,2024-01-01,Pending
12243,12243,2024-08-05,Refunded
12244,12244,2024-10-11,Pending
12245,12245,2024-03-07,Pending
12246,12246,2024-06-06,Refunded
12247,12247,2024-09-03,Pending
12248,12248,2024-07-10,Pending
12249,12249,2024-10-08,Pending
12250,12250,2024-01-28,Paid
12251,12251,2024-08-04,Refunded
12252,12252,2024-03-08,Refunded
12253,12253,2024-10-01,Pending
12254,12254,2024-06-21,Paid
12255,12255,2024-11-13,Paid
12256,12256,2024-03-27,Paid
12257,12257,2024-08-07,Pending
12258,12258,2024-02-15,Pending
12259,12259,2024-09-08,Paid
12260,12260,2024-10-04,Refunded
12261,12261,2024-01-16,Refunded
12262,12262,2024-05-24,Refunded
12263,12263,2024-08-11,Pending
12264,12264,2024-09-17,Pending
12265,12265,2024-01-30,Refunded
12266,12266,2024-12-02,Pending
12267,12267,2024-10-18,Refunded
12268,12268,2024-10-18,Refunded
12269,12269,2024-12-21,Paid
12270,12270,2024-04-09,Pending
12271,12271,2024-12-02,Refunded
12272,12272,2024-12-07,Paid
12273,12273,2024-05-25,Refunded
12274,12274,2024-09-17,Pending
12275,12275,2024-09-18,Paid
12276,12276,2024-03-06,Paid
12277,12277,2024-04-26,Pending
12278,12278,2024-12-15,Paid
12279,12279,2024-12-02,Paid
12280,12280,2024-06-09,Refunded
12281,12281,2024-06-19,Pending
12282,12282,2024-12-13,Pending
12283,12283,2024-05-10,Paid
12284,12284,2024-05-06,Paid
12285,12285,2024-08-04,Paid
12286,12286,2024-03-15,Pending
12287,12287,2024-01-03,Pending
12288,12288,2024-04-07,Refunded
12289,12289,2024-12-11,Pending
12290,12290,2024-06-18,Paid
12291,12291,2024-07-08,Pending
12292,12292,2024-05-01,Pending
12293,12293,2024-10-01,Paid
12294,12294,2024-04-16,Refunded
12295,12295,2024-10-02,Paid
12296,12296,2024-10-13,Paid
12297,12297,2024-11-20,Paid
12298,12298,2024-07-02,Refunded
12299,12299,2024-01-19,Pending
12300,12300,2024-10-20,Paid
12301,12301,2024-12-04,Pending
12302,12302,2024-10-30,Paid
12303,12303,2024-04-27,Pending
12304,12304,2024-03-15,Refunded
12305,12305,2024-01-08,Refunded
12306,12306,2024-02-12,Refunded
12307,12307,2024-02-09,Refunded
12308,12308,2024-09-25,Paid
12309,12309,2024-03-18,Paid
12310,12310,2024-03-25,Paid
12311,12311,2024-01-05,Paid
12312,12312,2024-03-11,Refunded
12313,12313,2024-10-24,Paid
12314,12314,2024-03-09,Refunded
12315,12315,2024-06-13,Refunded
12316,12316,2024-03-14,Refunded
12317,12317,2024-08-02,Refunded
12318,12318,2024-01-31,Pending
12319,12319,2024-08-18,Pending
12320,12320,2024-08-15,Refunded
12321,12321,2024-08-30,Pending
12322,12322,2024-07-07,Refunded
12323,12323,2024-01-19,Pending
12324,12324,2024-04-29,Paid
12325,12325,2024-03-22,Refunded
12326,12326,2024-02-26,Paid
12327,12327,2024-04-17,Refunded
12328,12328,2024-10-11,Paid
12329,12329,2024-05-21,Pending
12330,12330,2024-02-08,Refunded
12331,12331,2024-10-06,Paid
12332,12332,2024-09-07,Pending
12333,12333,2024-02-06,Pending
12334,12334,2024-12-12,Paid
12335,12335,2024-11-27,Refunded
12336,12336,2024-02-23,Paid
12337,12337,2024-11-11,Pending
12338,12338,2024-08-15,Pending
12339,12339,2024-12-17,Refunded
12340,12340,2024-02-11,Pending
12341,12341,2024-11-06,Pending
12342,12342,2024-03-08,Paid
12343,12343,2024-10-30,Pending
12344,12344,2024-05-03,Pending
12345,12345,2024-08-17,Pending
12346,12346,2024-06-27,Pending
12347,12347,2024-02-03,Paid
12348,12348,2024-08-31,Refunded
12349,12349,2024-06-01,Pending
12350,12350,2024-05-14,Paid
12351,12351,2024-02-09,Paid
12352,12352,2024-09-21,Refunded
12353,12353,2024-06-16,Refunded
12354,12354,2024-11-28,Pending
12355,12355,2024-06-11,Refunded
12356,12356,2024-01-16,Refunded
12357,12357,2024-10-01,Paid
12358,12358,2024-03-13,Pending
12359,12359,2024-07-31,Paid
12360,12360,2024-04-06,Pending
12361,12361,2024-11-15,Refunded
12362,12362,2024-04-28,Pending
12363,12363,2024-12-04,Paid
12364,12364,2024-02-04,Refunded
12365,12365,2024-04-03,Refunded
12366,12366,2024-06-20,Pending
12367,12367,2024-03-23,Paid
12368,12368,2024-07-19,Refunded
12369,12369,2024-07-21,Refunded
12370,12370,2024-03-23,Pending
12371,12371,2024-11-25,Refunded
12372,12372,2024-04-01,Refunded
12373,12373,2024-04-07,Pending
12374,12374,2024-11-01,Pending
12375,12375,2024-03-02,Pending
12376,12376,2024-11-14,Refunded
12377,12377,2024-08-14,Refunded
12378,12378,2024-12-24,Refunded
12379,12379,2024-11-21,Refunded
12380,12380,2024-08-20,Refunded
12381,12381,2024-06-12,Refunded
12382,12382,2024-05-01,Refunded
12383,12383,2024-04-12,Pending
12384,12384,2024-11-20,Paid
12385,12385,2024-09-10,Refunded
12386,12386,2024-03-31,Paid
12387,12387,2024-06-04,Pending
12388,12388,2024-09-27,Refunded
12389,12389,2024-07-29,Refunded
12390,12390,2024-11-27,Pending
12391,12391,2024-09-13,Pending
12392,12392,2024-11-02,Pending
12393,12393,2024-08-02,Pending
12394,12394,2024-08-23,Refunded
12395,12395,2024-11-09,Paid
12396,12396,2024-07-23,Refunded
12397,12397,2024-10-10,Pending
12398,12398,2024-10-27,Pending
12399,12399,2024-07-09,Paid
12400,12400,2024-05-02,Paid
12401,12401,2024-04-24,Refunded
12402,12402,2024-05-14,Pending
12403,12403,2024-07-28,Refunded
12404,12404,2024-04-10,Refunded
12405,12405,2024-01-10,Pending
12406,12406,2024-07-25,Paid
12407,12407,2024-07-06,Pending
12408,12408,2024-11-18,Refunded
12409,12409,2024-12-24,Refunded
12410,12410,2024-10-23,Pending
12411,12411,2024-07-14,Refunded
12412,12412,2024-01-15,Paid
12413,12413,2024-11-25,Paid
12414,12414,2024-03-11,Paid
12415,12415,2024-06-03,Paid
12416,12416,2024-04-04,Pending
12417,12417,2024-03-28,Refunded
12418,12418,2024-08-24,Paid
12419,12419,2024-02-12,Refunded
12420,12420,2024-09-09,Refunded
12421,12421,2024-01-17,Pending
12422,12422,2024-06-17,Refunded
12423,12423,2024-10-05,Pending
12424,12424,2024-06-25,Refunded
12425,12425,2024-02-23,Paid
12426,12426,2024-05-27,Pending
12427,12427,2024-11-12,Refunded
12428,12428,2024-01-10,Pending
12429,12429,2024-04-09,Refunded
12430,12430,2024-02-10,Refunded
12431,12431,2024-07-03,Paid
12432,12432,2024-03-28,Refunded
12433,12433,2024-06-07,Refunded
12434,12434,2024-01-22,Pending
12435,12435,2024-07-23,Pending
12436,12436,2024-05-25,Pending
12437,12437,2024-11-30,Pending
12438,12438,2024-02-23,Refunded
12439,12439,2024-10-15,Paid
12440,12440,2024-08-21,Pending
12441,12441,2024-09-30,Pending
12442,12442,2024-09-13,Paid
12443,12443,2024-03-12,Paid
12444,12444,2024-04-06,Refunded
12445,12445,2024-05-29,Pending
12446,12446,2024-07-30,Pending
12447,12447,2024-08-12,Pending
12448,12448,2024-03-11,Pending
12449,12449,2024-07-07,Refunded
12450,12450,2024-10-09,Paid
12451,12451,2024-07-30,Refunded
12452,12452,2024-10-14,Paid
12453,12453,2024-08-11,Pending
12454,12454,2024-05-13,Refunded
12455,12455,2024-02-16,Paid
12456,12456,2024-12-28,Pending
12457,12457,2024-09-01,Paid
12458,12458,2024-01-07,Paid
12459,12459,2024-10-31,Refunded
12460,12460,2024-09-30,Paid
12461,12461,2024-03-10,Refunded
12462,12462,2024-06-22,Paid
12463,12463,2024-02-03,Pending
12464,12464,2024-12-29,Paid
12465,12465,2024-04-19,Pending
12466,12466,2024-08-02,Pending
12467,12467,2024-02-06,Refunded
12468,12468,2024-05-01,Pending
12469,12469,2024-12-24,Refunded
12470,12470,2024-02-19,Paid
12471,12471,2024-02-06,Paid
12472,12472,2024-09-14,Pending
12473,12473,2024-09-30,Pending
12474,12474,2024-11-05,Pending
12475,12475,2024-11-08,Refunded
12476,12476,2024-08-31,Paid
12477,12477,2024-01-08,Pending
12478,12478,2024-12-02,Pending
12479,12479,2024-02-13,Pending
12480,12480,2024-04-06,Refunded
12481,12481,2024-12-21,Pending
12482,12482,2024-09-03,Paid
12483,12483,2024-01-02,Paid
12484,12484,2024-04-17,Refunded
12485,12485,2024-10-11,Paid
12486,12486,2024-06-27,Pending
12487,12487,2024-09-08,Pending
12488,12488,2024-10-27,Refunded
12489,12489,2024-03-29,Refunded
12490,12490,2024-12-03,Pending
12491,12491,2024-07-29,Refunded
12492,12492,2024-11-15,Pending
12493,12493,2024-03-26,Refunded
12494,12494,2024-07-10,Pending
12495,12495,2024-07-27,Paid
12496,12496,2024-11-13,Refunded
12497,12497,2024-12-21,Pending
12498,12498,2024-11-03,Pending
12499,12499,2024-04-03,Refunded
12500,12500,2024-11-05,Pending
12501,12501,2024-01-12,Paid
12502,12502,2024-03-13,Paid
12503,12503,2024-01-23,Pending
12504,12504,2024-06-22,Paid
12505,12505,2024-06-27,Paid
12506,12506,2024-12-18,Paid
12507,12507,2024-10-19,Refunded
12508,12508,2024-11-06,Pending
12509,12509,2024-10-01,Refunded
12510,12510,2024-09-06,Refunded
12511,12511,2024-08-25,Paid
12512,12512,2024-07-15,Pending
12513,12513,2024-08-06,Pending
12514,12514,2024-04-12,Refunded
12515,12515,2024-01-27,Paid
12516,12516,2024-12-30,Pending
12517,12517,2024-09-22,Paid
12518,12518,2024-08-05,Pending
12519,12519,2024-01-17,Paid
12520,12520,2024-12-08,Refunded
12521,12521,2024-08-07,Paid
12522,12522,2024-12-20,Paid
12523,12523,2024-01-20,Pending
12524,12524,2024-03-03,Paid
12525,12525,2024-07-19,Pending
12526,12526,2024-10-07,Pending
12527,12527,2024-03-24,Pending
12528,12528,2024-10-29,Paid
12529,12529,2024-02-25,Refunded
12530,12530,2024-10-21,Refunded
12531,12531,2024-04-20,Pending
12532,12532,2024-03-19,Pending
12533,12533,2024-07-20,Paid
12534,12534,2024-04-05,Refunded
12535,12535,2024-09-26,Pending
12536,12536,2024-03-01,Paid
12537,12537,2024-04-07,Paid
12538,12538,2024-07-22,Refunded
12539,12539,2024-01-13,Paid
12540,12540,2024-06-01,Paid
12541,12541,2024-12-11,Paid
12542,12542,2024-08-12,Pending
12543,12543,2024-11-30,Paid
12544,12544,2024-03-06,Pending
12545,12545,2024-02-11,Paid
12546,12546,2024-07-09,Pending
12547,12547,2024-05-08,Refunded
12548,12548,2024-10-23,Paid
12549,12549,2024-07-14,Refunded
12550,12550,2024-04-30,Refunded
12551,12551,2024-02-03,Paid
12552,12552,2024-07-17,Refunded
12553,12553,2024-05-31,Pending
12554,12554,2024-01-30,Paid
12555,12555,2024-08-12,Paid
12556,12556,2024-07-25,Refunded
12557,12557,2024-06-28,Refunded
12558,12558,2024-12-15,Refunded
12559,12559,2024-08-18,Pending
12560,12560,2024-12-26,Refunded
12561,12561,2024-11-22,Paid
12562,12562,2024-08-13,Paid
12563,12563,2024-11-02,Paid
12564,12564,2024-05-26,Paid
12565,12565,2024-03-04,Refunded
12566,12566,2024-06-07,Refunded
12567,12567,2024-12-17,Pending
12568,12568,2024-05-25,Refunded
12569,12569,2024-10-12,Refunded
12570,12570,2024-03-08,Pending
12571,12571,2024-08-14,Pending
12572,12572,2024-12-11,Pending
12573,12573,2024-01-30,Paid
12574,12574,2024-09-19,Refunded
12575,12575,2024-07-30,Paid
12576,12576,2024-06-29,Pending
12577,12577,2024-08-28,Paid
12578,12578,2024-04-13,Paid
12579,12579,2024-12-11,Refunded
12580,12580,2024-10-10,Paid
12581,12581,2024-09-04,Paid
12582,12582,2024-11-09,Pending
12583,12583,2024-10-29,Refunded
12584,12584,2024-12-07,Refunded
12585,12585,2024-12-30,Pending
12586,12586,2024-12-20,Refunded
12587,12587,2024-07-08,Pending
12588,12588,2024-06-13,Paid
12589,12589,2024-10-10,Paid
12590,12590,2024-11-21,Paid
12591,12591,2024-12-08,Refunded
12592,12592,2024-10-13,Pending
12593,12593,2024-01-27,Paid
12594,12594,2024-06-02,Pending
12595,12595,2024-04-23,Pending
12596,12596,2024-11-13,Pending
12597,12597,2024-11-02,Paid
12598,12598,2024-08-18,Refunded
12599,12599,2024-10-06,Paid
12600,12600,2024-11-25,Pending
12601,12601,2024-06-14,Paid
12602,12602,2024-10-10,Refunded
12603,12603,2024-04-01,Refunded
12604,12604,2024-09-30,Pending
12605,12605,2024-10-22,Refunded
12606,12606,2024-01-14,Paid
12607,12607,2024-12-14,Pending
12608,12608,2024-04-07,Refunded
12609,12609,2024-10-22,Pending
12610,12610,2024-07-26,Pending
12611,12611,2024-01-10,Paid
12612,12612,2024-02-06,Paid
12613,12613,2024-02-24,Pending
12614,12614,2024-03-05,Paid
12615,12615,2024-09-28,Paid
12616,12616,2024-03-05,Refunded
12617,12617,2024-03-07,Refunded
12618,12618,2024-01-09,Refunded
12619,12619,2024-09-03,Pending
12620,12620,2024-04-04,Paid
12621,12621,2024-11-07,Paid
12622,12622,2024-04-27,Refunded
12623,12623,2024-09-04,Paid
12624,12624,2024-09-17,Pending
12625,12625,2024-03-06,Paid
12626,12626,2024-01-13,Pending
12627,12627,2024-12-03,Paid
12628,12628,2024-01-02,Refunded
12629,12629,2024-02-12,Paid
12630,12630,2024-08-14,Refunded
12631,12631,2024-09-24,Paid
12632,12632,2024-05-29,Refunded
12633,12633,2024-08-17,Paid
12634,12634,2024-02-18,Refunded
12635,12635,2024-07-13,Pending
12636,12636,2024-08-03,Paid
12637,12637,2024-05-28,Paid
12638,12638,2024-10-31,Refunded
12639,12639,2024-01-25,Refunded
12640,12640,2024-06-07,Paid
12641,12641,2024-09-05,Pending
12642,12642,2024-06-15,Pending
12643,12643,2024-02-23,Pending
12644,12644,2024-05-20,Refunded
12645,12645,2024-03-04,Paid
12646,12646,2024-04-23,Pending
12647,12647,2024-09-18,Pending
12648,12648,2024-02-26,Refunded
12649,12649,2024-09-22,Paid
12650,12650,2024-08-12,Paid
12651,12651,2024-12-07,Paid
12652,12652,2024-12-07,Refunded
12653,12653,2024-02-03,Paid
12654,12654,2024-11-06,Refunded
12655,12655,2024-02-22,Pending
12656,12656,2024-09-16,Refunded
12657,12657,2024-10-16,Pending
12658,12658,2024-04-15,Pending
12659,12659,2024-11-12,Paid
12660,12660,2024-10-15,Refunded
12661,12661,2024-11-13,Paid
12662,12662,2024-01-18,Pending
12663,12663,2024-08-18,Pending
12664,12664,2024-09-25,Refunded
12665,12665,2024-05-25,Refunded
12666,12666,2024-09-24,Refunded
12667,12667,2024-01-18,Pending
12668,12668,2024-10-27,Pending
12669,12669,2024-05-03,Pending
12670,12670,2024-05-04,Refunded
12671,12671,2024-10-21,Refunded
12672,12672,2024-08-20,Refunded
12673,12673,2024-02-23,Paid
12674,12674,2024-10-24,Pending
12675,12675,2024-12-11,Paid
12676,12676,2024-05-17,Refunded
12677,12677,2024-01-14,Paid
12678,12678,2024-05-10,Pending
12679,12679,2024-02-04,Refunded
12680,12680,2024-09-25,Pending
12681,12681,2024-04-24,Refunded
12682,12682,2024-06-08,Paid
12683,12683,2024-09-28,Refunded
12684,12684,2024-07-20,Paid
12685,12685,2024-03-23,Refunded
12686,12686,2024-02-28,Refunded
12687,12687,2024-03-21,Refunded
12688,12688,2024-08-01,Pending
12689,12689,2024-08-31,Pending
12690,12690,2024-09-11,Pending
12691,12691,2024-05-15,Pending
12692,12692,2024-03-31,Paid
12693,12693,2024-08-01,Refunded
12694,12694,2024-02-12,Refunded
12695,12695,2024-02-21,Paid
12696,12696,2024-09-29,Pending
12697,12697,2024-01-16,Paid
12698,12698,2024-07-13,Pending
12699,12699,2024-06-17,Paid
12700,12700,2024-04-27,Refunded
12701,12701,2024-12-24,Pending
12702,12702,2024-02-21,Refunded
12703,12703,2024-01-11,Pending
12704,12704,2024-04-27,Paid
12705,12705,2024-09-18,Pending
12706,12706,2024-03-07,Pending
12707,12707,2024-09-29,Pending
12708,12708,2024-02-10,Refunded
12709,12709,2024-03-27,Paid
12710,12710,2024-08-08,Pending
12711,12711,2024-07-26,Refunded
12712,12712,2024-08-08,Pending
12713,12713,2024-02-08,Pending
12714,12714,2024-12-24,Refunded
12715,12715,2024-05-13,Pending
12716,12716,2024-07-20,Refunded
12717,12717,2024-08-16,Pending
12718,12718,2024-05-08,Pending
12719,12719,2024-06-19,Refunded
12720,12720,2024-04-26,Paid
12721,12721,2024-12-11,Pending
12722,12722,2024-03-30,Pending
12723,12723,2024-07-15,Paid
12724,12724,2024-12-24,Refunded
12725,12725,2024-01-07,Refunded
12726,12726,2024-04-21,Paid
12727,12727,2024-07-22,Refunded
12728,12728,2024-06-10,Pending
12729,12729,2024-12-15,Pending
12730,12730,2024-05-24,Paid
12731,12731,2024-08-10,Refunded
12732,12732,2024-09-07,Pending
12733,12733,2024-07-24,Paid
12734,12734,2024-09-02,Pending
12735,12735,2024-02-03,Refunded
12736,12736,2024-11-10,Paid
12737,12737,2024-08-12,Paid
12738,12738,2024-10-08,Paid
12739,12739,2024-09-10,Pending
12740,12740,2024-01-20,Refunded
12741,12741,2024-09-10,Paid
12742,12742,2024-01-08,Pending
12743,12743,2024-06-30,Refunded
12744,12744,2024-11-02,Pending
12745,12745,2024-03-08,Paid
12746,12746,2024-09-03,Paid
12747,12747,2024-07-23,Refunded
12748,12748,2024-03-20,Pending
12749,12749,2024-08-08,Refunded
12750,12750,2024-05-30,Paid
12751,12751,2024-01-21,Refunded
12752,12752,2024-11-01,Refunded
12753,12753,2024-05-11,Refunded
12754,12754,2024-07-07,Pending
12755,12755,2024-08-25,Paid
12756,12756,2024-07-27,Paid
12757,12757,2024-08-04,Paid
12758,12758,2024-07-05,Pending
12759,12759,2024-07-28,Paid
12760,12760,2024-01-30,Pending
12761,12761,2024-03-21,Paid
12762,12762,2024-12-27,Paid
12763,12763,2024-06-18,Pending
12764,12764,2024-05-03,Paid
12765,12765,2024-04-12,Paid
12766,12766,2024-06-18,Paid
12767,12767,2024-06-01,Pending
12768,12768,2024-07-19,Refunded
12769,12769,2024-03-02,Paid
12770,12770,2024-06-06,Refunded
12771,12771,2024-03-07,Pending
12772,12772,2024-04-26,Pending
12773,12773,2024-02-18,Paid
12774,12774,2024-06-15,Paid
12775,12775,2024-09-08,Refunded
12776,12776,2024-08-01,Pending
12777,12777,2024-11-27,Paid
12778,12778,2024-04-21,Pending
12779,12779,2024-03-03,Pending
12780,12780,2024-11-23,Refunded
12781,12781,2024-07-28,Refunded
12782,12782,2024-04-09,Refunded
12783,12783,2024-10-30,Paid
12784,12784,2024-01-10,Pending
12785,12785,2024-05-22,Refunded
12786,12786,2024-11-02,Paid
12787,12787,2024-05-10,Paid
12788,12788,2024-10-23,Pending
12789,12789,2024-11-13,Refunded
12790,12790,2024-11-23,Pending
12791,12791,2024-04-20,Pending
12792,12792,2024-10-24,Paid
12793,12793,2024-10-01,Pending
12794,12794,2024-05-04,Paid
12795,12795,2024-02-08,Refunded
12796,12796,2024-03-19,Paid
12797,12797,2024-12-30,Refunded
12798,12798,2024-12-04,Paid
12799,12799,2024-02-14,Refunded
12800,12800,2024-08-29,Pending
12801,12801,2024-12-09,Paid
12802,12802,2024-11-04,Pending
12803,12803,2024-01-11,Refunded
12804,12804,2024-10-21,Paid
12805,12805,2024-09-15,Paid
12806,12806,2024-12-05,Paid
12807,12807,2024-01-24,Pending
12808,12808,2024-03-09,Refunded
12809,12809,2024-07-01,Paid
12810,12810,2024-03-26,Refunded
12811,12811,2024-03-26,Paid
12812,12812,2024-09-09,Paid
12813,12813,2024-09-03,Paid
12814,12814,2024-10-07,Pending
12815,12815,2024-01-09,Paid
12816,12816,2024-04-13,Refunded
12817,12817,2024-07-28,Paid
12818,12818,2024-10-15,Paid
12819,12819,2024-06-30,Paid
12820,12820,2024-10-27,Pending
12821,12821,2024-08-15,Pending
12822,12822,2024-06-25,Paid
12823,12823,2024-07-20,Pending
12824,12824,2024-12-13,Refunded
12825,12825,2024-11-04,Pending
12826,12826,2024-03-13,Pending
12827,12827,2024-12-25,Refunded
12828,12828,2024-10-05,Pending
12829,12829,2024-04-02,Paid
12830,12830,2024-10-08,Paid
12831,12831,2024-02-15,Pending
12832,12832,2024-05-12,Refunded
12833,12833,2024-11-21,Refunded
12834,12834,2024-12-09,Refunded
12835,12835,2024-09-09,Paid
12836,12836,2024-06-25,Pending
12837,12837,2024-06-12,Paid
12838,12838,2024-03-13,Refunded
12839,12839,2024-03-24,Paid
12840,12840,2024-02-11,Paid
12841,12841,2024-02-25,Paid
12842,12842,2024-09-02,Pending
12843,12843,2024-05-15,Pending
12844,12844,2024-10-18,Pending
12845,12845,2024-03-02,Paid
12846,12846,2024-09-27,Refunded
12847,12847,2024-09-30,Refunded
12848,12848,2024-04-10,Pending
12849,12849,2024-10-01,Pending
12850,12850,2024-09-21,Refunded
12851,12851,2024-04-29,Paid
12852,12852,2024-05-20,Refunded
12853,12853,2024-11-14,Paid
12854,12854,2024-05-20,Refunded
12855,12855,2024-02-03,Refunded
12856,12856,2024-07-14,Paid
12857,12857,2024-01-07,Refunded
12858,12858,2024-05-14,Paid
12859,12859,2024-09-19,Paid
12860,12860,2024-04-27,Refunded
12861,12861,2024-03-09,Paid
12862,12862,2024-04-24,Paid
12863,12863,2024-06-17,Paid
12864,12864,2024-04-08,Refunded
12865,12865,2024-04-25,Refunded
12866,12866,2024-10-26,Paid
12867,12867,2024-03-23,Pending
12868,12868,2024-07-17,Refunded
12869,12869,2024-09-06,Refunded
12870,12870,2024-10-17,Pending
12871,12871,2024-12-24,Refunded
12872,12872,2024-08-18,Refunded
12873,12873,2024-07-10,Paid
12874,12874,2024-05-10,Pending
12875,12875,2024-02-15,Paid
12876,12876,2024-11-25,Pending
12877,12877,2024-03-29,Pending
12878,12878,2024-04-23,Paid
12879,12879,2024-10-22,Refunded
12880,12880,2024-02-11,Paid
12881,12881,2024-02-17,Pending
12882,12882,2024-06-26,Pending
12883,12883,2024-03-04,Pending
12884,12884,2024-05-11,Pending
12885,12885,2024-07-05,Pending
12886,12886,2024-06-30,Refunded
12887,12887,2024-01-11,Paid
12888,12888,2024-01-31,Paid
12889,12889,2024-03-26,Paid
12890,12890,2024-12-27,Paid
