Shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
9890,9890,2024-03-05,,Ecom Express,Returned
9891,9891,2024-08-07,,Ecom Express,In Transit
9892,9892,2024-05-22,2024-05-28,DTDC,Returned
9893,9893,2024-11-02,2024-11-07,Ecom Express,Delivered
9894,9894,2024-01-02,,BlueDart,Returned
9895,9895,2024-02-24,,Ecom Express,Delivered
9896,9896,2024-06-19,,Delhivery,In Transit
9897,9897,2024-11-05,2024-11-13,Ecom Express,Returned
9898,9898,2024-01-25,,DTDC,Delivered
9899,9899,2024-10-13,2024-10-17,DTDC,Delivered
9900,9900,2024-08-28,2024-09-06,DTDC,Returned
9901,9901,2024-10-14,,BlueDart,Returned
9902,9902,2024-07-04,,Ecom Express,In Transit
9903,9903,2024-04-20,,Ecom Express,Delivered
9904,9904,2024-02-14,,BlueDart,In Transit
9905,9905,2024-01-16,,DTDC,Returned
9906,9906,2024-12-01,2024-12-11,Ecom Express,Delivered
9907,9907,2024-10-02,2024-10-12,Ecom Express,In Transit
9908,9908,2024-10-12,,DTDC,Delivered
9909,9909,2024-07-27,2024-07-31,Delhivery,In Transit
9910,9910,2024-06-15,2024-06-24,Ecom Express,Returned
9911,9911,2024-06-27,,Delhivery,Returned
9912,9912,2024-07-12,,Ecom Express,In Transit
9913,9913,2024-03-01,2024-03-06,Ecom Express,In Transit
9914,9914,2024-10-18,,DTDC,Returned
9915,9915,2024-05-09,,Delhivery,In Transit
9916,9916,2024-08-10,,Delhivery,Delivered
9917,9917,2024-01-30,,BlueDart,In Transit
9918,9918,2024-07-10,,Delhivery,In Transit
9919,9919,2024-05-20,,BlueDart,Returned
9920,9920,2024-02-04,,Ecom Express,In Transit
9921,9921,2024-03-11,2024-03-14,BlueDart,Delivered
9922,9922,2024-10-15,2024-10-20,DTDC,Returned
9923,9923,2024-12-05,,Ecom Express,Returned
9924,9924,2024-06-30,,BlueDart,Delivered
9925,9925,2024-12-27,2025-01-01,DTDC,In Transit
9926,9926,2024-11-08,,Delhivery,Delivered
9927,9927,2024-10-17,2024-10-25,BlueDart,Returned
9928,9928,2024-03-19,,BlueDart,In Transit
9929,9929,2024-03-22,2024-03-30,Ecom Express,Delivered
9930,9930,2024-04-26,2024-05-03,BlueDart,In Transit
9931,9931,2024-04-20,,BlueDart,In Transit
9932,9932,2024-10-10,,Ecom Express,Returned
9933,9933,2024-02-28,,Ecom Express,Returned
9934,9934,2024-12-19,2024-12-24,Ecom Express,Delivered
9935,9935,2024-05-08,,BlueDart,Delivered
9936,9936,2024-05-17,,DTDC,Returned
9937,9937,2024-06-13,2024-06-22,BlueDart,Delivered
9938,9938,2024-09-11,2024-09-14,DTDC,Returned
9939,9939,2024-01-26,2024-01-31,Ecom Express,Returned
9940,9940,2024-06-21,,DTDC,Delivered
9941,9941,2024-06-12,2024-06-20,DTDC,In Transit
9942,9942,2024-06-28,,Delhivery,Returned
9943,9943,2024-09-24,,BlueDart,Returned
9944,9944,2024-09-17,,Delhivery,In Transit
9945,9945,2024-02-22,,Delhivery,Delivered
9946,9946,2024-11-06,,BlueDart,Delivered
9947,9947,2024-12-27,,DTDC,In Transit
9948,9948,2024-10-29,,BlueDart,Returned
9949,9949,2024-05-24,,Delhivery,Returned
9950,9950,2024-06-09,,Delhivery,In Transit
9951,9951,2024-04-23,,Ecom Express,In Transit
9952,9952,2024-11-23,2024-12-02,Ecom Express,Delivered
9953,9953,2024-03-14,,BlueDart,In Transit
9954,9954,2024-04-10,,Ecom Express,Returned
9955,9955,2024-09-25,,BlueDart,Delivered
9956,9956,2024-08-23,,Ecom Express,Returned
9957,9957,2024-11-01,,Ecom Express,Returned
9958,9958,2024-08-16,,DTDC,In Transit
9959,9959,2024-01-26,2024-02-03,Ecom Express,Delivered
9960,9960,2024-08-07,,Ecom Express,Returned
9961,9961,2024-07-02,,Ecom Express,In Transit
9962,9962,2024-06-01,,Delhivery,Returned
9963,9963,2024-02-21,,Ecom Express,Returned
9964,9964,2024-01-06,,Delhivery,In Transit
9965,9965,2024-04-09,,Ecom Express,Delivered
9966,9966,2024-02-05,2024-02-10,Delhivery,In Transit
9967,9967,2024-10-19,2024-10-23,DTDC,Returned
9968,9968,2024-08-01,,DTDC,In Transit
9969,9969,2024-12-24,,DTDC,In Transit
9970,9970,2024-07-25,,Ecom Express,Delivered
9971,9971,2024-05-15,,Delhivery,Delivered
9972,9972,2024-05-21,,Ecom Express,Returned
9973,9973,2024-07-12,2024-07-17,DTDC,In Transit
9974,9974,2024-07-09,,DTDC,Returned
9975,9975,2024-10-01,,DTDC,Delivered
9976,9976,2024-06-20,,Ecom Express,Returned
9977,9977,2024-10-24,2024-10-31,Ecom Express,Delivered
9978,9978,2024-10-20,,Ecom Express,Delivered
9979,9979,2024-09-25,,Delhivery,In Transit
9980,9980,2024-07-14,,Ecom Express,Delivered
9981,9981,2024-06-22,,Delhivery,In Transit
9982,9982,2024-12-03,,BlueDart,Returned
9983,9983,2024-12-24,,DTDC,Delivered
9984,9984,2024-09-16,,Delhivery,Returned
9985,9985,2024-06-02,2024-06-09,Ecom Express,Returned
9986,9986,2024-10-05,2024-10-08,Delhivery,Returned
9987,9987,2024-07-27,2024-08-06,DTDC,In Transit
9988,9988,2024-05-02,,Ecom Express,Returned
9989,9989,2024-11-30,,BlueDart,Returned
9990,9990,2024-03-20,,BlueDart,In Transit
9991,9991,2024-06-13,,DTDC,In Transit
9992,9992,2024-09-08,,Ecom Express,Returned
9993,9993,2024-01-14,,Ecom Express,Returned
9994,9994,2024-12-10,2024-12-18,DTDC,Delivered
9995,9995,2024-07-21,,DTDC,In Transit
9996,9996,2024-06-11,2024-06-16,Ecom Express,Delivered
9997,9997,2024-01-15,,Ecom Express,Delivered
9998,9998,2024-10-17,,Delhivery,In Transit
9999,9999,2024-01-25,,DTDC,Delivered
10000,10000,2024-12-04,,Ecom Express,Returned
10001,10001,2024-03-02,,Delhivery,Returned
10002,10002,2024-03-20,,Delhivery,Returned
10003,10003,2024-09-28,,Ecom Express,In Transit
10004,10004,2024-05-13,,BlueDart,Delivered
10005,10005,2024-09-04,,BlueDart,In Transit
10006,10006,2024-04-14,,Delhivery,In Transit
10007,10007,2024-06-06,,BlueDart,In Transit
10008,10008,2024-10-02,,Delhivery,In Transit
10009,10009,2024-04-23,,Delhivery,Returned
10010,10010,2024-12-08,,DTDC,In Transit
10011,10011,2024-04-09,2024-04-13,Delhivery,Returned
10012,10012,2024-06-07,,BlueDart,Delivered
10013,10013,2024-07-09,2024-07-13,Delhivery,Returned
10014,10014,2024-12-09,,BlueDart,Delivered
10015,10015,2024-11-18,,Ecom Express,Returned
10016,10016,2024-07-23,,Ecom Express,In Transit
10017,10017,2024-04-08,,DTDC,Returned
10018,10018,2024-08-02,,Delhivery,Delivered
10019,10019,2024-06-15,,DTDC,Returned
10020,10020,2024-11-25,,Ecom Express,Delivered
10021,10021,2024-11-02,,BlueDart,Delivered
10022,10022,2024-12-03,,DTDC,Returned
10023,10023,2024-11-18,,BlueDart,Returned
10024,10024,2024-11-10,,Ecom Express,In Transit
10025,10025,2024-12-14,,Ecom Express,Returned
10026,10026,2024-01-28,,BlueDart,Returned
10027,10027,2024-05-15,2024-05-23,Delhivery,Delivered
10028,10028,2024-11-21,2024-11-25,BlueDart,In Transit
10029,10029,2024-01-09,,DTDC,Returned
10030,10030,2024-03-12,,DTDC,Delivered
10031,10031,2024-01-13,2024-01-17,Ecom Express,Delivered
10032,10032,2024-05-20,,BlueDart,Delivered
10033,10033,2024-06-17,2024-06-27,DTDC,Returned
10034,10034,2024-06-15,,Ecom Express,Returned
10035,10035,2024-12-23,2024-12-30,Delhivery,Returned
10036,10036,2024-11-24,,Delhivery,Delivered
10037,10037,2024-05-13,,BlueDart,In Transit
10038,10038,2024-04-27,2024-05-01,DTDC,In Transit
10039,10039,2024-05-26,,Delhivery,Delivered
10040,10040,2024-06-28,,DTDC,Returned
10041,10041,2024-04-20,2024-04-27,BlueDart,Returned
10042,10042,2024-02-11,,BlueDart,Delivered
10043,10043,2024-08-13,,DTDC,In Transit
10044,10044,2024-02-23,,Delhivery,Returned
10045,10045,2024-03-18,2024-03-24,BlueDart,Returned
10046,10046,2024-01-04,2024-01-08,Ecom Express,In Transit
10047,10047,2024-03-26,,BlueDart,In Transit
10048,10048,2024-12-03,,Delhivery,In Transit
10049,10049,2024-08-30,,BlueDart,Returned
10050,10050,2024-02-26,2024-03-05,Ecom Express,Returned
10051,10051,2024-09-16,,DTDC,Delivered
10052,10052,2024-05-20,,Ecom Express,In Transit
10053,10053,2024-02-17,,Ecom Express,Delivered
10054,10054,2024-11-09,,Ecom Express,Returned
10055,10055,2024-10-25,,BlueDart,In Transit
10056,10056,2024-09-08,,Delhivery,Delivered
10057,10057,2024-03-13,,Ecom Express,In Transit
10058,10058,2024-08-26,,Ecom Express,Delivered
10059,10059,2024-07-16,,Ecom Express,Returned
10060,10060,2024-05-19,,DTDC,Delivered
10061,10061,2024-04-13,,BlueDart,Returned
10062,10062,2024-10-06,2024-10-15,DTDC,In Transit
10063,10063,2024-11-07,,BlueDart,Returned
10064,10064,2024-11-20,,Ecom Express,Delivered
10065,10065,2024-12-29,2025-01-08,Ecom Express,Returned
10066,10066,2024-09-26,,Delhivery,Returned
10067,10067,2024-02-02,,Ecom Express,Delivered
10068,10068,2024-09-04,,Delhivery,Delivered
10069,10069,2024-08-06,,DTDC,Delivered
10070,10070,2024-08-24,,Delhivery,In Transit
10071,10071,2024-01-26,,Ecom Express,Returned
10072,10072,2024-10-31,,BlueDart,Delivered
10073,10073,2024-10-10,2024-10-20,DTDC,Returned
10074,10074,2024-02-19,,DTDC,In Transit
10075,10075,2024-04-04,,BlueDart,In Transit
10076,10076,2024-07-07,,Delhivery,Returned
10077,10077,2024-08-20,,DTDC,Delivered
10078,10078,2024-02-02,,DTDC,Delivered
10079,10079,2024-02-24,2024-03-02,Ecom Express,Returned
10080,10080,2024-01-07,,Ecom Express,In Transit
10081,10081,2024-02-19,,BlueDart,Returned
10082,10082,2024-03-12,2024-03-16,BlueDart,In Transit
10083,10083,2024-07-31,,Delhivery,In Transit
10084,10084,2024-06-24,,DTDC,Returned
10085,10085,2024-07-31,,Delhivery,Delivered
10086,10086,2024-05-01,,Delhivery,Delivered
10087,10087,2024-08-21,,BlueDart,In Transit
10088,10088,2024-07-20,,Ecom Express,Delivered
10089,10089,2024-11-02,2024-11-07,Delhivery,In Transit
10090,10090,2024-07-15,2024-07-22,DTDC,In Transit
10091,10091,2024-01-26,2024-02-05,BlueDart,Delivered
10092,10092,2024-03-31,,BlueDart,In Transit
10093,10093,2024-05-14,2024-05-18,Delhivery,Returned
10094,10094,2024-07-23,2024-07-31,Ecom Express,Returned
10095,10095,2024-09-30,,Ecom Express,Returned
10096,10096,2024-12-21,,BlueDart,Delivered
10097,10097,2024-07-07,,Delhivery,Delivered
10098,10098,2024-10-16,,DTDC,Delivered
10099,10099,2024-05-31,,BlueDart,Returned
10100,10100,2024-10-09,,Delhivery,In Transit
10101,10101,2024-04-16,,DTDC,Returned
10102,10102,2024-02-21,,Delhivery,Returned
10103,10103,2024-07-21,,Delhivery,Delivered
10104,10104,2024-06-21,2024-07-01,DTDC,In Transit
10105,10105,2024-05-15,2024-05-24,Delhivery,In Transit
10106,10106,2024-05-05,2024-05-09,Delhivery,Returned
10107,10107,2024-06-05,2024-06-15,BlueDart,Returned
10108,10108,2024-08-11,,Delhivery,Returned
10109,10109,2024-06-03,,DTDC,In Transit
10110,10110,2024-03-30,,DTDC,In Transit
10111,10111,2024-01-06,2024-01-13,Ecom Express,In Transit
10112,10112,2024-07-14,2024-07-21,Delhivery,Returned
10113,10113,2024-09-19,,Ecom Express,Delivered
10114,10114,2024-06-18,,Delhivery,In Transit
10115,10115,2024-07-21,,Ecom Express,Returned
10116,10116,2024-02-21,,BlueDart,In Transit
10117,10117,2024-08-26,2024-09-02,Delhivery,Returned
10118,10118,2024-12-07,,BlueDart,Delivered
10119,10119,2024-05-26,,Delhivery,Delivered
10120,10120,2024-01-14,,Ecom Express,Delivered
10121,10121,2024-06-06,,Ecom Express,In Transit
10122,10122,2024-11-17,,BlueDart,Delivered
10123,10123,2024-07-18,,Ecom Express,Returned
10124,10124,2024-10-26,,DTDC,Delivered
10125,10125,2024-08-27,2024-09-05,DTDC,In Transit
10126,10126,2024-04-08,2024-04-11,DTDC,Returned
10127,10127,2024-06-20,,BlueDart,Delivered
10128,10128,2024-02-27,,Ecom Express,Returned
10129,10129,2024-02-27,,Delhivery,Returned
10130,10130,2024-04-25,2024-05-03,BlueDart,Returned
10131,10131,2024-08-19,2024-08-24,Delhivery,Returned
10132,10132,2024-08-15,,BlueDart,Returned
10133,10133,2024-09-11,,DTDC,Returned
10134,10134,2024-10-18,2024-10-24,Delhivery,In Transit
10135,10135,2024-09-04,,DTDC,In Transit
10136,10136,2024-09-30,,BlueDart,In Transit
10137,10137,2024-08-03,2024-08-12,BlueDart,Delivered
10138,10138,2024-07-29,,BlueDart,In Transit
10139,10139,2024-10-27,,BlueDart,Returned
10140,10140,2024-12-17,,DTDC,In Transit
10141,10141,2024-03-30,2024-04-03,Delhivery,In Transit
10142,10142,2024-06-24,,BlueDart,In Transit
10143,10143,2024-06-03,,Delhivery,Delivered
10144,10144,2024-08-13,,Delhivery,Delivered
10145,10145,2024-12-17,,Delhivery,Returned
10146,10146,2024-10-08,,Ecom Express,Returned
10147,10147,2024-08-30,,DTDC,Delivered
10148,10148,2024-07-31,,Delhivery,Delivered
10149,10149,2024-02-25,,Delhivery,Returned
10150,10150,2024-06-01,,Delhivery,Returned
10151,10151,2024-12-27,,DTDC,Delivered
10152,10152,2024-05-23,,Ecom Express,Returned
10153,10153,2024-09-05,,Delhivery,Delivered
10154,10154,2024-12-19,,Ecom Express,Delivered
10155,10155,2024-12-03,2024-12-08,BlueDart,Delivered
10156,10156,2024-10-29,,Delhivery,Returned
10157,10157,2024-03-19,,Ecom Express,Returned
10158,10158,2024-07-14,,DTDC,Returned
10159,10159,2024-08-28,,DTDC,Delivered
10160,10160,2024-06-05,2024-06-08,Ecom Express,In Transit
10161,10161,2024-08-27,,Ecom Express,In Transit
10162,10162,2024-07-19,,BlueDart,In Transit
10163,10163,2024-09-27,,Ecom Express,Delivered
10164,10164,2024-08-30,,DTDC,Returned
10165,10165,2024-03-30,,Delhivery,In Transit
10166,10166,2024-04-12,2024-04-17,Delhivery,Returned
10167,10167,2024-09-03,,DTDC,Delivered
10168,10168,2024-06-29,,BlueDart,In Transit
10169,10169,2024-11-24,,Delhivery,In Transit
10170,10170,2024-02-22,2024-02-26,BlueDart,Returned
10171,10171,2024-07-23,,Ecom Express,Delivered
10172,10172,2024-08-04,,DTDC,In Transit
10173,10173,2024-12-01,,Ecom Express,In Transit
10174,10174,2024-04-26,2024-05-02,Ecom Express,Returned
10175,10175,2024-09-11,,Ecom Express,In Transit
10176,10176,2024-03-24,,BlueDart,Delivered
10177,10177,2024-09-26,2024-09-30,DTDC,In Transit
10178,10178,2024-07-30,,DTDC,In Transit
10179,10179,2024-06-20,,Ecom Express,Delivered
10180,10180,2024-05-05,,Ecom Express,Returned
10181,10181,2024-05-07,2024-05-12,Delhivery,In Transit
10182,10182,2024-03-30,,DTDC,Delivered
10183,10183,2024-07-02,,BlueDart,Delivered
10184,10184,2024-04-02,,DTDC,Returned
10185,10185,2024-08-05,2024-08-14,Ecom Express,Returned
10186,10186,2024-03-26,,Ecom Express,Returned
10187,10187,2024-06-15,,Delhivery,Returned
10188,10188,2024-05-15,,DTDC,In Transit
10189,10189,2024-02-20,,Delhivery,Returned
10190,10190,2024-06-12,,DTDC,In Transit
10191,10191,2024-02-03,2024-02-12,BlueDart,Returned
10192,10192,2024-02-04,,DTDC,Delivered
10193,10193,2024-12-16,,Ecom Express,In Transit
10194,10194,2024-04-20,,DTDC,Delivered
10195,10195,2024-11-13,2024-11-23,Ecom Express,Returned
10196,10196,2024-04-18,,BlueDart,Returned
10197,10197,2024-03-09,2024-03-12,BlueDart,Returned
10198,10198,2024-12-20,,Delhivery,In Transit
10199,10199,2024-05-28,2024-06-05,Delhivery,In Transit
10200,10200,2024-02-07,2024-02-17,BlueDart,Returned
10201,10201,2024-03-07,,DTDC,Delivered
10202,10202,2024-02-04,,Ecom Express,Delivered
10203,10203,2024-12-14,,BlueDart,Delivered
10204,10204,2024-12-26,2025-01-05,DTDC,In Transit
10205,10205,2024-09-07,,DTDC,Delivered
10206,10206,2024-06-03,,Ecom Express,In Transit
10207,10207,2024-10-31,,Delhivery,Delivered
10208,10208,2024-10-10,,Ecom Express,Returned
10209,10209,2024-06-22,,DTDC,Returned
10210,10210,2024-10-06,,Ecom Express,Returned
10211,10211,2024-11-13,,DTDC,In Transit
10212,10212,2024-01-09,,Ecom Express,Returned
10213,10213,2024-09-18,,DTDC,In Transit
10214,10214,2024-08-11,,Delhivery,Returned
10215,10215,2024-01-16,,Delhivery,Returned
10216,10216,2024-03-14,,DTDC,In Transit
10217,10217,2024-06-29,,BlueDart,Delivered
10218,10218,2024-05-19,,BlueDart,In Transit
10219,10219,2024-05-24,2024-05-27,DTDC,In Transit
10220,10220,2024-07-15,2024-07-24,DTDC,Delivered
10221,10221,2024-12-04,,BlueDart,Delivered
10222,10222,2024-06-17,,BlueDart,In Transit
10223,10223,2024-12-19,,Ecom Express,In Transit
10224,10224,2024-12-16,,Ecom Express,Delivered
10225,10225,2024-04-01,,BlueDart,In Transit
10226,10226,2024-03-25,,DTDC,Delivered
10227,10227,2024-05-08,,DTDC,Delivered
10228,10228,2024-01-17,,BlueDart,In Transit
10229,10229,2024-06-29,,Delhivery,In Transit
10230,10230,2024-12-14,,Delhivery,In Transit
10231,10231,2024-06-01,,Ecom Express,Delivered
10232,10232,2024-05-31,,DTDC,In Transit
10233,10233,2024-10-18,,Delhivery,Delivered
10234,10234,2024-01-14,,BlueDart,Delivered
10235,10235,2024-07-26,,Delhivery,In Transit
10236,10236,2024-04-23,2024-04-29,BlueDart,In Transit
10237,10237,2024-09-22,,Ecom Express,Returned
10238,10238,2024-04-13,,Ecom Express,Delivered
10239,10239,2024-02-01,,DTDC,Delivered
10240,10240,2024-07-16,,DTDC,Delivered
10241,10241,2024-12-27,,Delhivery,Returned
10242,10242,2024-09-22,2024-10-02,DTDC,Returned
10243,10243,2024-07-18,,Ecom Express,In Transit
10244,10244,2024-04-08,2024-04-12,DTDC,Returned
10245,10245,2024-06-03,,BlueDart,Delivered
10246,10246,2024-06-17,,Delhivery,In Transit
10247,10247,2024-09-16,,Ecom Express,Returned
10248,10248,2024-09-01,,DTDC,Delivered
10249,10249,2024-06-25,,DTDC,In Transit
10250,10250,2024-06-21,,Delhivery,In Transit
10251,10251,2024-06-02,,Ecom Express,Delivered
10252,10252,2024-06-15,,DTDC,In Transit
10253,10253,2024-07-17,,Ecom Express,Returned
10254,10254,2024-09-13,,Ecom Express,Delivered
10255,10255,2024-06-28,2024-07-07,Ecom Express,In Transit
10256,10256,2024-08-14,,Delhivery,In Transit
10257,10257,2024-07-24,,BlueDart,Delivered
10258,10258,2024-12-20,2024-12-30,BlueDart,Returned
10259,10259,2024-06-11,,DTDC,Delivered
10260,10260,2024-08-19,,Delhivery,Delivered
10261,10261,2024-07-25,,BlueDart,Returned
10262,10262,2024-12-12,,Delhivery,Delivered
10263,10263,2024-03-02,2024-03-06,Ecom Express,Delivered
10264,10264,2024-02-04,,Ecom Express,In Transit
10265,10265,2024-09-07,,Delhivery,Returned
10266,10266,2024-04-15,,Delhivery,In Transit
10267,10267,2024-09-11,,DTDC,In Transit
10268,10268,2024-05-12,2024-05-15,Delhivery,Returned
10269,10269,2024-10-30,2024-11-08,DTDC,Returned
10270,10270,2024-04-12,,DTDC,Delivered
10271,10271,2024-06-05,,DTDC,Delivered
10272,10272,2024-06-03,,BlueDart,Returned
10273,10273,2024-04-06,2024-04-13,Ecom Express,Delivered
10274,10274,2024-02-06,,Delhivery,Delivered
10275,10275,2024-08-28,,Ecom Express,In Transit
10276,10276,2024-06-14,2024-06-18,DTDC,In Transit
10277,10277,2024-02-20,2024-03-01,BlueDart,In Transit
10278,10278,2024-10-31,2024-11-06,Ecom Express,In Transit
10279,10279,2024-06-01,,Delhivery,Delivered
10280,10280,2024-03-18,,DTDC,In Transit
10281,10281,2024-11-13,,DTDC,Delivered
10282,10282,2024-03-10,,Ecom Express,Delivered
10283,10283,2024-06-05,,BlueDart,Delivered
10284,10284,2024-12-11,,Ecom Express,Delivered
10285,10285,2024-03-25,,BlueDart,In Transit
10286,10286,2024-05-08,,Delhivery,Delivered
10287,10287,2024-12-14,,BlueDart,Returned
10288,10288,2024-03-07,,Delhivery,Returned
10289,10289,2024-08-08,,Ecom Express,Delivered
10290,10290,2024-03-10,2024-03-18,DTDC,Delivered
10291,10291,2024-11-26,,Ecom Express,Delivered
10292,10292,2024-02-18,2024-02-25,DTDC,Delivered
10293,10293,2024-06-23,,BlueDart,Returned
10294,10294,2024-03-24,,BlueDart,Delivered
10295,10295,2024-01-29,,Delhivery,In Transit
10296,10296,2024-06-29,,BlueDart,Delivered
10297,10297,2024-09-11,2024-09-14,Ecom Express,In Transit
10298,10298,2024-07-01,,DTDC,In Transit
10299,10299,2024-10-02,,BlueDart,Delivered
10300,10300,2024-09-13,,DTDC,Returned
10301,10301,2024-01-28,,Delhivery,Delivered
10302,10302,2024-12-26,,Delhivery,Returned
10303,10303,2024-01-25,,BlueDart,Delivered
10304,10304,2024-08-20,,DTDC,In Transit
10305,10305,2024-07-31,2024-08-07,DTDC,In Transit
10306,10306,2024-01-19,,DTDC,Returned
10307,10307,2024-02-09,,Ecom Express,Returned
10308,10308,2024-01-16,,DTDC,In Transit
10309,10309,2024-11-21,2024-11-29,BlueDart,Returned
10310,10310,2024-05-28,,Delhivery,Delivered
10311,10311,2024-09-03,2024-09-09,BlueDart,In Transit
10312,10312,2024-05-06,,BlueDart,Returned
10313,10313,2024-04-11,2024-04-15,Ecom Express,Returned
10314,10314,2024-09-01,,Delhivery,In Transit
10315,10315,2024-11-27,,DTDC,Returned
10316,10316,2024-10-24,,BlueDart,Delivered
10317,10317,2024-04-07,,DTDC,In Transit
10318,10318,2024-11-08,,Ecom Express,In Transit
10319,10319,2024-06-11,,BlueDart,In Transit
10320,10320,2024-09-03,,BlueDart,In Transit
10321,10321,2024-02-28,,BlueDart,Delivered
10322,10322,2024-04-23,2024-05-02,Ecom Express,Returned
10323,10323,2024-04-15,,BlueDart,Returned
10324,10324,2024-12-19,2024-12-24,Delhivery,Delivered
10325,10325,2024-03-25,,Ecom Express,In Transit
10326,10326,2024-09-03,,DTDC,Returned
10327,10327,2024-02-14,,BlueDart,Returned
10328,10328,2024-10-28,2024-11-01,BlueDart,Delivered
10329,10329,2024-02-13,,DTDC,In Transit
10330,10330,2024-01-21,,BlueDart,In Transit
10331,10331,2024-04-12,,Ecom Express,Delivered
10332,10332,2024-05-08,,Ecom Express,Delivered
10333,10333,2024-08-22,2024-08-27,Ecom Express,In Transit
10334,10334,2024-05-06,,Ecom Express,In Transit
10335,10335,2024-10-12,,BlueDart,In Transit
10336,10336,2024-04-12,2024-04-18,Delhivery,In Transit
10337,10337,2024-05-12,,Delhivery,Returned
10338,10338,2024-05-26,,Ecom Express,Delivered
10339,10339,2024-06-04,,BlueDart,Returned
10340,10340,2024-06-17,2024-06-24,Delhivery,In Transit
10341,10341,2024-04-04,2024-04-12,Delhivery,Returned
10342,10342,2024-04-15,,Delhivery,Returned
10343,10343,2024-12-25,,Delhivery,Delivered
10344,10344,2024-07-10,2024-07-20,Delhivery,In Transit
10345,10345,2024-03-18,,BlueDart,Delivered
10346,10346,2024-04-06,,DTDC,Returned
10347,10347,2024-01-07,,DTDC,Returned
10348,10348,2024-02-12,,Ecom Express,Delivered
10349,10349,2024-10-22,2024-10-27,Ecom Express,Returned
10350,10350,2024-01-30,,DTDC,Delivered
10351,10351,2024-07-28,2024-08-04,DTDC,Returned
10352,10352,2024-03-21,,DTDC,Delivered
10353,10353,2024-07-05,,Delhivery,Returned
10354,10354,2024-05-28,2024-05-31,BlueDart,In Transit
10355,10355,2024-06-30,,Delhivery,Delivered
10356,10356,2024-09-20,2024-09-24,Delhivery,Returned
10357,10357,2024-09-13,2024-09-19,Ecom Express,In Transit
10358,10358,2024-04-30,2024-05-05,Ecom Express,In Transit
10359,10359,2024-01-26,2024-02-04,BlueDart,In Transit
10360,10360,2024-08-13,2024-08-19,BlueDart,Returned
10361,10361,2024-07-27,,Delhivery,Delivered
10362,10362,2024-11-05,,BlueDart,In Transit
10363,10363,2024-12-25,2025-01-03,BlueDart,In Transit
10364,10364,2024-07-30,,BlueDart,Returned
10365,10365,2024-01-28,,DTDC,Returned
10366,10366,2024-06-15,,DTDC,Delivered
10367,10367,2024-01-01,,BlueDart,In Transit
10368,10368,2024-06-09,,Delhivery,Returned
10369,10369,2024-12-10,,Delhivery,Returned
10370,10370,2024-10-30,,Ecom Express,Returned
10371,10371,2024-01-27,,DTDC,Delivered
10372,10372,2024-01-19,,Ecom Express,Delivered
10373,10373,2024-01-20,,Delhivery,Returned
10374,10374,2024-03-08,2024-03-12,Delhivery,Delivered
10375,10375,2024-07-06,,Ecom Express,Delivered
10376,10376,2024-02-03,,DTDC,Returned
10377,10377,2024-10-23,,Delhivery,Delivered
10378,10378,2024-12-25,,Delhivery,Returned
10379,10379,2024-05-18,,DTDC,In Transit
10380,10380,2024-06-03,,BlueDart,In Transit
10381,10381,2024-01-31,,BlueDart,Returned
10382,10382,2024-09-11,2024-09-14,BlueDart,Returned
10383,10383,2024-12-19,2024-12-27,DTDC,Returned
10384,10384,2024-10-19,,Ecom Express,Returned
10385,10385,2024-09-17,2024-09-24,Delhivery,Returned
10386,10386,2024-11-05,2024-11-11,BlueDart,Returned
10387,10387,2024-12-04,2024-12-11,BlueDart,In Transit
10388,10388,2024-08-26,,DTDC,Delivered
10389,10389,2024-07-24,,DTDC,Returned
10390,10390,2024-04-19,,Ecom Express,Returned
10391,10391,2024-12-16,2024-12-20,Ecom Express,In Transit
10392,10392,2024-10-07,,BlueDart,Delivered
10393,10393,2024-03-25,2024-03-29,BlueDart,Delivered
10394,10394,2024-09-20,2024-09-26,BlueDart,Delivered
10395,10395,2024-07-03,2024-07-12,DTDC,Delivered
10396,10396,2024-03-27,,BlueDart,Returned
10397,10397,2024-10-01,2024-10-09,Delhivery,Returned
10398,10398,2024-01-04,,BlueDart,In Transit
10399,10399,2024-05-07,,Delhivery,In Transit
10400,10400,2024-06-03,,Ecom Express,Delivered
10401,10401,2024-02-05,,Delhivery,In Transit
10402,10402,2024-03-22,,DTDC,Returned
10403,10403,2024-06-19,,DTDC,Returned
10404,10404,2024-04-23,,Ecom Express,Delivered
10405,10405,2024-06-23,2024-06-28,Ecom Express,Returned
10406,10406,2024-05-07,2024-05-10,DTDC,In Transit
10407,10407,2024-06-23,2024-06-27,Ecom Express,Returned
10408,10408,2024-12-09,,DTDC,In Transit
10409,10409,2024-08-14,,Delhivery,Delivered
10410,10410,2024-09-13,,Delhivery,Returned
10411,10411,2024-11-28,,Ecom Express,Delivered
10412,10412,2024-07-19,,DTDC,Returned
10413,10413,2024-05-25,,Delhivery,Returned
10414,10414,2024-08-13,,DTDC,Returned
10415,10415,2024-02-12,,DTDC,Returned
10416,10416,2024-09-09,,Delhivery,Returned
10417,10417,2024-09-06,,Ecom Express,Returned
10418,10418,2024-06-04,,Ecom Express,In Transit
10419,10419,2024-02-16,,Delhivery,Returned
10420,10420,2024-03-24,,BlueDart,Returned
10421,10421,2024-07-01,,DTDC,In Transit
10422,10422,2024-12-03,2024-12-06,BlueDart,Returned
